SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
50,2,4,46,129,South Dakota,Walworth County,5438,5438,5442,5559,5446,5485,5503,5405,5494,5561,5587
50,2,4,46,135,South Dakota,Yankton County,22438,22438,22435,22497,22581,22640,22675,22684,22657,22699,22869
50,2,4,46,137,South Dakota,Ziebach County,2801,2801,2825,2839,2879,2853,2859,2838,2873,2754,2742
40,3,6,47,0,Tennessee,Tennessee,6346105,6346286,6355301,6397410,6451281,6493432,6540826,6590808,6645011,6708794,6770010
50,3,6,47,1,Tennessee,Anderson County,75129,75089,75105,75170,75191,75268,75139,75485,75583,76187,76482
50,3,6,47,3,Tennessee,Bedford County,45058,45057,45077,45240,45271,45613,46288,46922,47402,48138,49038
50,3,6,47,5,Tennessee,Benton County,16489,16491,16511,16488,16414,16360,16173,16184,16058,15959,16184
50,3,6,47,7,Tennessee,Bledsoe County,12876,12874,12884,12909,12853,13848,14419,14489,14615,14730,14755
50,3,6,47,9,Tennessee,Blount County,123010,123098,123199,123659,123905,124865,125839,126869,128259,129900,131349
50,3,6,47,11,Tennessee,Bradley County,98963,98930,99086,99851,101072,101786,102795,103714,104233,105317,106727
50,3,6,47,13,Tennessee,Campbell County,40716,40723,40735,40567,40478,40217,39891,39683,39652,39626,39583
50,3,6,47,15,Tennessee,Cannon County,13801,13813,13798,13724,13803,13705,13612,13743,13897,14168,14462
50,3,6,47,17,Tennessee,Carroll County,28522,28486,28454,28536,28661,28600,28370,27968,27899,27833,28020
50,3,6,47,19,Tennessee,Carter County,57424,57388,57348,57369,57268,56930,56282,56374,56473,56476,56351
50,3,6,47,21,Tennessee,Cheatham County,39105,39106,39126,38978,39225,39340,39611,39573,39735,40285,40439
50,3,6,47,23,Tennessee,Chester County,17131,17145,17195,17128,17054,17083,17112,17106,17122,17135,17276
50,3,6,47,25,Tennessee,Claiborne County,32213,32212,32215,32088,31748,31617,31541,31535,31597,31635,31756
50,3,6,47,27,Tennessee,Clay County,7861,7858,7849,7765,7724,7710,7645,7691,7684,7691,7717
50,3,6,47,29,Tennessee,Cocke County,35662,35642,35639,35403,35455,35327,35205,35068,35150,35481,35774
50,3,6,47,31,Tennessee,Coffee County,52796,52803,52772,52916,53149,53299,53522,54092,54399,54941,55700
50,3,6,47,33,Tennessee,Crockett County,14586,14576,14588,14557,14608,14609,14653,14592,14458,14465,14328
50,3,6,47,35,Tennessee,Cumberland County,56053,56062,56197,56529,56900,57341,57851,58137,58506,59005,59673
50,3,6,47,37,Tennessee,Davidson County,626681,626560,627753,635827,649402,660456,670180,680884,687430,689006,692587
50,3,6,47,39,Tennessee,Decatur County,11757,11750,11717,11684,11636,11672,11683,11595,11707,11725,11706
50,3,6,47,41,Tennessee,DeKalb County,18723,18717,18690,18767,18865,19147,19251,19308,19460,19846,20138
50,3,6,47,43,Tennessee,Dickson County,49666,49650,49685,49921,50111,50132,50473,51327,51908,52785,53446
50,3,6,47,45,Tennessee,Dyer County,38335,38330,38316,38110,38181,38090,37811,37775,37570,37403,37320
50,3,6,47,47,Tennessee,Fayette County,38413,38439,38428,38568,38673,38827,39040,39231,39615,40065,40507
50,3,6,47,49,Tennessee,Fentress County,17959,17960,17920,17994,17887,17910,17838,17859,17938,18120,18217
50,3,6,47,51,Tennessee,Franklin County,41052,41064,40960,40819,40673,41185,41272,41320,41493,41584,41890
50,3,6,47,53,Tennessee,Gibson County,49683,49687,49730,49828,49624,49332,49375,49215,49123,49118,49045
50,3,6,47,55,Tennessee,Giles County,29485,29483,29413,29322,28964,28807,28824,28967,29156,29385,29503
50,3,6,47,57,Tennessee,Grainger County,22657,22656,22721,22750,22688,22739,22861,22844,23089,23124,23145
50,3,6,47,59,Tennessee,Greene County,68831,68825,68833,69097,68698,68330,68467,68521,68511,68759,69087
50,3,6,47,61,Tennessee,Grundy County,13703,13726,13725,13587,13591,13448,13374,13335,13264,13334,13346
50,3,6,47,63,Tennessee,Hamblen County,62544,62531,62508,62829,62701,63047,62979,63375,63665,64111,64569
50,3,6,47,65,Tennessee,Hamilton County,336463,336486,337221,341098,345739,349074,350683,353769,357858,361132,364286
50,3,6,47,67,Tennessee,Hancock County,6819,6815,6802,6699,6660,6626,6624,6579,6588,6584,6549
50,3,6,47,69,Tennessee,Hardeman County,27253,27247,27171,26849,26546,26283,25930,25782,25477,25401,25220
50,3,6,47,71,Tennessee,Hardin County,26026,26012,26054,25869,25962,25927,25802,25754,25740,25783,25776
50,3,6,47,73,Tennessee,Hawkins County,56833,56829,56873,56532,56414,56582,56372,56251,56389,56470,56530
50,3,6,47,75,Tennessee,Haywood County,18787,18807,18812,18537,18247,18211,18173,17985,17807,17596,17335
50,3,6,47,77,Tennessee,Henderson County,27769,27780,27787,28011,28014,27947,27990,27969,27765,27726,27847
50,3,6,47,79,Tennessee,Henry County,32330,32349,32396,32405,32370,32230,32239,32134,32245,32420,32358
50,3,6,47,81,Tennessee,Hickman County,24690,24690,24647,24360,24191,24206,24443,24378,24660,24848,25063
50,3,6,47,83,Tennessee,Houston County,8426,8429,8451,8347,8404,8275,8219,8123,8100,8173,8263
50,3,6,47,85,Tennessee,Humphreys County,18538,18535,18558,18399,18285,18243,18146,18143,18367,18449,18486
50,3,6,47,87,Tennessee,Jackson County,11638,11632,11623,11532,11534,11544,11521,11526,11594,11677,11758
50,3,6,47,89,Tennessee,Jefferson County,51407,51668,51713,51903,52240,52120,52388,52981,53122,53732,54012
50,3,6,47,91,Tennessee,Johnson County,18244,18240,18286,18205,18147,17994,17932,17833,17761,17641,17778
50,3,6,47,93,Tennessee,Knox County,432226,432269,432947,436744,440757,444347,447892,451161,455650,460932,465289
50,3,6,47,95,Tennessee,Lake County,7832,7832,7828,7794,7721,7702,7670,7573,7516,7459,7411
50,3,6,47,97,Tennessee,Lauderdale County,27815,27822,27719,27688,27668,27573,27354,26916,25280,26108,25825
50,3,6,47,99,Tennessee,Lawrence County,41869,41851,41964,42067,42074,41925,42211,42450,42963,43327,43734
50,3,6,47,101,Tennessee,Lewis County,12161,12171,12174,12146,11942,11994,11897,11884,11893,12022,12086
50,3,6,47,103,Tennessee,Lincoln County,33361,33354,33381,33380,33373,33495,33442,33607,33555,33833,34117
50,3,6,47,105,Tennessee,Loudon County,48556,48550,48700,49118,49758,50330,50565,50909,51348,52175,53054
50,3,6,47,107,Tennessee,McMinn County,52266,52279,52169,52319,52376,52345,52555,52469,52660,52895,53285
50,3,6,47,109,Tennessee,McNairy County,26075,26077,26061,26055,26122,26031,26028,25864,25803,25989,25832
50,3,6,47,111,Tennessee,Macon County,22248,22226,22237,22450,22484,22632,22917,23052,23311,23892,24265
50,3,6,47,113,Tennessee,Madison County,98294,98301,98249,98050,98507,98729,98104,97578,97535,97586,97605
50,3,6,47,115,Tennessee,Marion County,28237,28222,28220,28096,28215,28310,28358,28383,28351,28418,28575
50,3,6,47,117,Tennessee,Marshall County,30617,30608,30683,30842,30917,31076,31242,31543,31944,32934,33683
50,3,6,47,119,Tennessee,Maury County,80956,80932,81171,81485,81991,83582,85370,87405,89546,92220,94340
50,3,6,47,121,Tennessee,Meigs County,11753,11768,11794,11668,11669,11651,11701,11790,11955,12056,12306
50,3,6,47,123,Tennessee,Monroe County,44519,44504,44615,44927,45094,45238,45392,45655,45879,46098,46357
50,3,6,47,125,Tennessee,Montgomery County,172331,172363,173158,176503,184688,184176,188964,192469,194538,200015,205950
50,3,6,47,127,Tennessee,Moore County,6362,6342,6330,6370,6306,6277,6296,6255,6284,6363,6411
50,3,6,47,129,Tennessee,Morgan County,21987,21986,22019,21996,21891,21661,21686,21485,21718,21514,21579
50,3,6,47,131,Tennessee,Obion County,31807,31807,31820,31666,31303,31013,30822,30574,30536,30403,30267
50,3,6,47,133,Tennessee,Overton County,22083,22080,22089,22156,22160,21966,21944,22062,21957,21990,22068
50,3,6,47,135,Tennessee,Perry County,7915,7928,7938,7861,7848,7878,7817,7848,7868,7962,8064
50,3,6,47,137,Tennessee,Pickett County,5077,5083,5079,5102,5043,5010,5074,5133,5089,5063,5082
50,3,6,47,139,Tennessee,Polk County,16825,16824,16815,16743,16611,16634,16686,16771,16791,16765,16898
50,3,6,47,141,Tennessee,Putnam County,72321,72349,72558,73042,73492,74108,74946,75071,75973,77366,78843
50,3,6,47,143,Tennessee,Rhea County,31809,31800,31854,32076,32332,32491,32558,32372,32425,32742,33044
50,3,6,47,145,Tennessee,Roane County,54181,54199,54160,53926,53565,53116,52823,52728,52862,52932,53140
50,3,6,47,147,Tennessee,Robertson County,66283,66332,66333,66702,66723,67245,67904,68466,69184,70154,71012
50,3,6,47,149,Tennessee,Rutherford County,262604,262582,263702,269016,274142,281062,288703,297949,307422,316677,324890
50,3,6,47,151,Tennessee,Scott County,22228,22232,22227,22102,22136,21997,21988,21889,21869,21985,22039
50,3,6,47,153,Tennessee,Sequatchie County,14112,14121,14127,14252,14346,14531,14638,14635,14747,14752,14876
50,3,6,47,155,Tennessee,Sevier County,89889,89719,89921,91101,92219,93314,94512,95386,96370,97277,97892
50,3,6,47,157,Tennessee,Shelby County,927644,927682,928448,933457,939533,939189,938576,937953,936759,935973,935764
50,3,6,47,159,Tennessee,Smith County,19166,19149,19125,19131,19103,19040,19026,19228,19444,19650,19942
50,3,6,47,161,Tennessee,Stewart County,13324,13313,13349,13230,13316,13299,13218,13197,13162,13368,13561
50,3,6,47,163,Tennessee,Sullivan County,156823,156800,156748,156886,156388,156288,156504,156310,156238,156951,157668
50,3,6,47,165,Tennessee,Sumner County,160645,160634,161211,163631,165820,168698,172243,175247,179143,183584,187149
50,3,6,47,167,Tennessee,Tipton County,61081,61006,61064,61255,61518,61566,61594,61535,61210,61311,61581
50,3,6,47,169,Tennessee,Trousdale County,7870,7864,7874,7810,7787,7804,7997,8045,9955,10855,11012
50,3,6,47,171,Tennessee,Unicoi County,18313,18311,18284,18300,18238,18063,17919,17791,17673,17755,17761
50,3,6,47,173,Tennessee,Union County,19109,19107,19116,19189,19101,19051,18987,19160,19225,19407,19688
50,3,6,47,175,Tennessee,Van Buren County,5548,5558,5569,5535,5631,5573,5654,5693,5699,5708,5765
50,3,6,47,177,Tennessee,Warren County,39839,39824,39860,39903,39745,39898,39991,40269,40443,40690,40878
50,3,6,47,179,Tennessee,Washington County,122979,123058,123376,123862,124775,125369,125753,126116,127186,127613,128607
50,3,6,47,181,Tennessee,Wayne County,17021,17027,16987,16942,16918,16852,16789,16680,16661,16556,16558
50,3,6,47,183,Tennessee,Weakley County,35021,35015,35042,34854,34547,34145,33990,33847,33580,33296,33415
50,3,6,47,185,Tennessee,White County,25841,25837,25822,26011,26019,26176,26234,26367,26449,26744,27107
50,3,6,47,187,Tennessee,Williamson County,183182,183265,184128,188448,193118,199111,205258,211524,218810,225920,231729
50,3,6,47,189,Tennessee,Wilson County,113993,114073,114685,116797,119025,121969,125196,128526,132428,136540,140625
40,3,7,48,0,Texas,Texas,25145561,25146114,25242679,25646227,26089620,26489464,26977142,27486814,27937492,28322717,28701845
50,3,7,48,1,Texas,Anderson County,58458,58459,58497,58394,58065,57977,57849,57646,57550,58212,58057
50,3,7,48,3,Texas,Andrews County,14786,14786,14849,15388,16113,16788,17445,18083,17805,17631,18128
50,3,7,48,5,Texas,Angelina County,86771,86771,86905,87295,87520,87333,87599,87874,87759,87711,87092
50,3,7,48,7,Texas,Aransas County,23158,23158,23182,23214,23457,23890,24570,24815,25191,25447,23792
50,3,7,48,9,Texas,Archer County,9054,9055,9112,8834,8809,8795,8837,8758,8780,8786,8786
50,3,7,48,11,Texas,Armstrong County,1901,1901,1902,1936,1953,1939,1913,1901,1843,1881,1892
50,3,7,48,13,Texas,Atascosa County,44911,44911,44953,45489,46430,47012,47708,48349,48703,49069,50310
50,3,7,48,15,Texas,Austin County,28417,28412,28362,28599,28561,28684,28972,29473,29636,29757,29989
50,3,7,48,17,Texas,Bailey County,7165,7165,7154,7175,7141,7128,6970,7222,7185,7054,7027
50,3,7,48,19,Texas,Bandera County,20485,20489,20562,20542,20594,20560,20816,21148,21705,22324,22824
50,3,7,48,21,Texas,Bastrop County,74171,74202,74362,75141,74858,75944,77994,80281,82827,84809,86976
50,3,7,48,23,Texas,Baylor County,3726,3726,3708,3695,3590,3578,3567,3609,3638,3559,3582
50,3,7,48,25,Texas,Bee County,31861,31861,31863,32311,32483,32812,32846,32612,32809,32599,32587
50,3,7,48,27,Texas,Bell County,310235,310159,312850,315780,324973,327061,330208,336174,341305,347851,355642
50,3,7,48,29,Texas,Bexar County,1714773,1714772,1722855,1755340,1789091,1821863,1858787,1896116,1929530,1958841,1986049
50,3,7,48,31,Texas,Blanco County,10497,10495,10510,10577,10627,10648,10817,11042,11323,11513,11702
50,3,7,48,33,Texas,Borden County,641,641,646,632,613,646,665,655,657,670,648
50,3,7,48,35,Texas,Bosque County,18212,18217,18272,18263,18130,17869,17719,17868,18014,18318,18691
50,3,7,48,37,Texas,Bowie County,92565,92564,92636,92922,93129,93487,93502,93494,93994,93977,94324
50,3,7,48,39,Texas,Brazoria County,313166,313123,314447,319159,324284,329986,337698,345617,353778,362700,370200
50,3,7,48,41,Texas,Brazos County,194851,194861,195663,197416,200261,204141,209030,216450,220156,223572,226758
50,3,7,48,43,Texas,Brewster County,9232,9232,9260,9352,9262,9290,9151,9136,9197,9330,9267
50,3,7,48,45,Texas,Briscoe County,1637,1637,1632,1658,1575,1561,1551,1515,1485,1518,1516
50,3,7,48,47,Texas,Brooks County,7223,7223,7208,7217,7199,7263,7234,7200,7200,7153,7114
50,3,7,48,49,Texas,Brown County,38106,38106,38078,37998,37811,37673,37555,37749,38074,37870,37924
50,3,7,48,51,Texas,Burleson County,17187,17187,17236,17324,17431,17269,17390,17614,17855,18068,18389
50,3,7,48,53,Texas,Burnet County,42750,42706,42755,43206,43370,43580,43951,44753,45852,46654,47542
50,3,7,48,55,Texas,Caldwell County,38066,38057,38131,38472,38690,39215,39721,40442,41169,42425,43247
50,3,7,48,57,Texas,Calhoun County,21381,21382,21313,21358,21578,21735,21821,21906,21977,21770,21561
50,3,7,48,59,Texas,Callahan County,13544,13546,13513,13511,13488,13501,13506,13591,13789,13968,13994
50,3,7,48,61,Texas,Cameron County,406220,406215,407654,413291,416098,417705,419467,420058,422137,423181,423908
50,3,7,48,63,Texas,Camp County,12401,12401,12397,12421,12491,12467,12664,12708,12786,12874,13033
50,3,7,48,65,Texas,Carson County,6182,6186,6163,6238,6090,5988,6037,6011,6095,6010,6005
50,3,7,48,67,Texas,Cass County,30464,30464,30455,30275,30029,30236,30121,30141,30073,29980,30119
50,3,7,48,69,Texas,Castro County,8062,8063,8126,8095,8263,8122,7929,7797,7783,7760,7665
50,3,7,48,71,Texas,Chambers County,35096,35099,35446,35687,36498,37362,38290,39068,40247,41399,42454
50,3,7,48,73,Texas,Cherokee County,50845,50834,50944,51093,51292,51111,51219,51594,51926,52182,52592
50,3,7,48,75,Texas,Childress County,7041,7041,7070,7026,7097,7054,7194,7167,7196,7281,7291
50,3,7,48,77,Texas,Clay County,10752,10754,10737,10667,10523,10454,10377,10357,10249,10495,10456
50,3,7,48,79,Texas,Cochran County,3127,3127,3147,3081,3027,3008,2944,2975,2910,2853,2836
50,3,7,48,81,Texas,Coke County,3320,3317,3319,3266,3201,3179,3215,3227,3261,3303,3370
50,3,7,48,83,Texas,Coleman County,8895,8893,8872,8744,8668,8527,8417,8316,8412,8415,8397
50,3,7,48,85,Texas,Collin County,782341,782220,788431,813338,836154,857422,885827,915665,943719,971393,1005146
50,3,7,48,87,Texas,Collingsworth County,3057,3057,3054,3085,3024,3100,3016,3013,3013,2978,2962
50,3,7,48,89,Texas,Colorado County,20874,20872,20872,20806,20726,20721,20705,20929,21030,21228,21217
50,3,7,48,91,Texas,Comal County,108472,108485,109270,112072,114836,118591,123195,128783,134346,140790,148373
50,3,7,48,93,Texas,Comanche County,13974,13960,13953,13865,13723,13556,13475,13389,13531,13547,13534
50,3,7,48,95,Texas,Concho County,4087,4087,4102,4132,4090,4129,4104,4175,4297,4311,4276
50,3,7,48,97,Texas,Cooke County,38437,38439,38474,38444,38722,38463,38771,39173,39355,39984,40574
50,3,7,48,99,Texas,Coryell County,75388,75474,75660,76642,78475,76787,76178,76197,74879,74883,74808
50,3,7,48,101,Texas,Cottle County,1505,1506,1512,1507,1485,1442,1429,1439,1402,1381,1389
50,3,7,48,103,Texas,Crane County,4375,4375,4382,4358,4527,4721,4904,5002,4783,4713,4794
50,3,7,48,105,Texas,Crockett County,3719,3719,3701,3652,3706,3764,3790,3738,3647,3555,3499
50,3,7,48,107,Texas,Crosby County,6059,6056,6026,6042,6034,5923,5825,5917,5912,5872,5779
50,3,7,48,109,Texas,Culberson County,2398,2398,2404,2393,2317,2306,2283,2256,2224,2237,2204
50,3,7,48,111,Texas,Dallam County,6703,6700,6748,6892,7065,7118,7224,7288,7293,7211,7200
50,3,7,48,113,Texas,Dallas County,2368139,2366683,2372327,2408170,2455921,2484988,2520434,2558913,2592844,2622799,2637772
50,3,7,48,115,Texas,Dawson County,13833,13833,13827,13746,13613,13219,13448,12990,12998,12766,12619
50,3,7,48,117,Texas,Deaf Smith County,19372,19372,19465,19522,19381,19195,19139,18851,18894,18851,18760
50,3,7,48,119,Texas,Delta County,5231,5231,5241,5146,5241,5118,5140,5157,5145,5286,5349
50,3,7,48,121,Texas,Denton County,662614,662554,666768,685709,707971,728774,753429,779528,807883,835330,859064
50,3,7,48,123,Texas,DeWitt County,20097,20097,20054,20206,20359,20378,20521,20634,20626,20208,20187
50,3,7,48,125,Texas,Dickens County,2444,2441,2447,2400,2321,2296,2215,2208,2201,2207,2249
50,3,7,48,127,Texas,Dimmit County,9996,9996,10043,10111,10476,10903,10999,10939,10722,10346,10308
50,3,7,48,129,Texas,Donley County,3677,3726,3734,3686,3644,3561,3484,3392,3389,3351,3319
50,3,7,48,131,Texas,Duval County,11782,11784,11722,11797,11589,11589,11519,11342,11429,11272,11212
50,3,7,48,133,Texas,Eastland County,18583,18582,18594,18580,18461,18284,18262,18165,18261,18342,18322
50,3,7,48,135,Texas,Ector County,137130,137136,137083,139645,144524,149714,154674,159933,157805,157173,162124
50,3,7,48,137,Texas,Edwards County,2002,2002,1999,1979,1990,1899,1904,1912,1912,1941,1928
50,3,7,48,139,Texas,Ellis County,149610,149604,150371,152380,153767,155971,159259,163391,168467,173636,179436
50,3,7,48,141,Texas,El Paso County,800647,800653,803655,820216,832915,831746,834992,833961,838014,840545,840758
50,3,7,48,143,Texas,Erath County,37890,37900,37917,38927,39414,39899,40532,41195,41376,41862,42446
50,3,7,48,145,Texas,Falls County,17866,17867,17895,17849,17574,17253,17214,17231,17311,17403,17335
50,3,7,48,147,Texas,Fannin County,33915,33910,33919,33876,33597,33513,33598,33500,33919,34572,35286
50,3,7,48,149,Texas,Fayette County,24554,24556,24561,24753,24666,24729,24792,24964,25051,25176,25349
50,3,7,48,151,Texas,Fisher County,3974,3978,3973,3961,3852,3873,3887,3893,3894,3904,3839
50,3,7,48,153,Texas,Floyd County,6446,6446,6403,6368,6349,6246,5947,5851,5863,5864,5837
50,3,7,48,155,Texas,Foard County,1336,1336,1345,1362,1311,1288,1276,1226,1201,1206,1200
50,3,7,48,157,Texas,Fort Bend County,585375,584690,590260,606063,624926,652050,684345,715067,743303,766136,787858
50,3,7,48,159,Texas,Franklin County,10605,10603,10609,10563,10638,10616,10568,10606,10673,10780,10766
50,3,7,48,161,Texas,Freestone County,19816,19817,19802,19599,19480,19595,19674,19745,19663,19654,19808
50,3,7,48,163,Texas,Frio County,17217,17217,17258,17493,17929,18406,18946,19269,19373,19564,19816
50,3,7,48,165,Texas,Gaines County,17526,17526,17589,17912,18315,18820,19350,20241,20480,20635,20901
50,3,7,48,167,Texas,Galveston County,291309,291307,292476,295576,301053,306614,313426,321003,328822,334304,337890
50,3,7,48,169,Texas,Garza County,6461,6461,6469,6576,6438,6392,6456,6418,6504,6559,6578
50,3,7,48,171,Texas,Gillespie County,24837,24836,24887,25053,25193,25385,25495,25954,26259,26530,26804
50,3,7,48,173,Texas,Glasscock County,1226,1226,1232,1238,1280,1271,1327,1379,1363,1360,1388
50,3,7,48,175,Texas,Goliad County,7210,7210,7219,7208,7332,7451,7505,7510,7506,7548,7584
50,3,7,48,177,Texas,Gonzales County,19807,19811,19798,19760,19937,20156,20366,20532,20817,20796,20826
50,3,7,48,179,Texas,Gray County,22535,22537,22469,22657,22919,22995,23435,23251,22721,22121,21895
50,3,7,48,181,Texas,Grayson County,120877,120875,121030,121417,121854,122371,123615,125647,128331,131214,133991
50,3,7,48,183,Texas,Gregg County,121730,121745,121987,122657,123098,123255,123174,123915,123551,123123,123707
50,3,7,48,185,Texas,Grimes County,26604,26581,26615,26652,26683,26796,27003,27305,27505,27977,28360
50,3,7,48,187,Texas,Guadalupe County,131533,131534,132596,135810,139656,142909,146848,150665,154638,159841,163694
50,3,7,48,189,Texas,Hale County,36273,36206,36270,36383,36257,35682,34463,34066,34163,34044,33830
50,3,7,48,191,Texas,Hall County,3353,3353,3359,3312,3267,3164,3074,3096,3115,3059,3028
50,3,7,48,193,Texas,Hamilton County,8517,8512,8465,8388,8248,8240,8159,8079,8231,8394,8484
50,3,7,48,195,Texas,Hansford County,5613,5613,5601,5581,5535,5548,5562,5647,5580,5483,5463
50,3,7,48,197,Texas,Hardeman County,4139,4139,4159,4159,4098,4066,3991,3915,3969,3964,3922
50,3,7,48,199,Texas,Hardin County,54635,54635,54783,55061,55117,55301,55508,55761,56260,57159,57207
50,3,7,48,201,Texas,Harris County,4092459,4093188,4107828,4179796,4264193,4355158,4458709,4561939,4629189,4664159,4698619
50,3,7,48,203,Texas,Harrison County,65631,65644,65769,66345,66271,66288,66610,66710,66640,66540,66726
50,3,7,48,205,Texas,Hartley County,6062,6062,6064,6030,6088,6001,6056,5700,5737,5721,5619
50,3,7,48,207,Texas,Haskell County,5899,5902,5879,5958,5883,5898,5809,5843,5796,5783,5813
50,3,7,48,209,Texas,Hays County,157107,157099,158212,163259,168518,176053,184895,194591,204358,214277,222631
50,3,7,48,211,Texas,Hemphill County,3807,3807,3795,3956,4092,4152,4164,4273,4098,3945,3825
50,3,7,48,213,Texas,Henderson County,78532,78534,78622,78792,78951,78639,79302,79507,80129,81061,82299
50,3,7,48,215,Texas,Hidalgo County,774769,774768,779213,795741,808835,819374,830824,841061,850798,858323,865939
50,3,7,48,217,Texas,Hill County,35089,35088,35145,35200,35157,34855,34776,34871,35173,35819,36354
50,3,7,48,219,Texas,Hockley County,22935,22927,22852,22929,23075,23414,23469,23317,23048,22995,22980
50,3,7,48,221,Texas,Hood County,51182,51163,51268,51558,52129,52866,53820,55290,56703,58154,60537
50,3,7,48,223,Texas,Hopkins County,35161,35161,35206,35253,35310,35303,35696,35990,36212,36493,36810
50,3,7,48,225,Texas,Houston County,23732,23731,23681,23428,23209,22809,22815,22758,22915,23116,23169
50,3,7,48,227,Texas,Howard County,35012,35012,34992,35016,35531,36218,36602,37282,36792,36198,36459
50,3,7,48,229,Texas,Hudspeth County,3476,3476,3472,3412,3358,3341,3308,3539,4246,4600,4795
50,3,7,48,231,Texas,Hunt County,86129,86162,86384,86701,87001,87465,88679,89719,91943,93927,96493
50,3,7,48,233,Texas,Hutchinson County,22150,22249,22212,22021,22021,21924,21921,21810,21562,21362,21198
50,3,7,48,235,Texas,Irion County,1599,1597,1607,1592,1573,1610,1574,1543,1562,1511,1522
50,3,7,48,237,Texas,Jack County,9044,9044,9007,9032,8995,8954,8885,8883,8779,8821,8843
50,3,7,48,239,Texas,Jackson County,14075,14075,14091,14048,14273,14612,14726,14810,14874,14818,14874
50,3,7,48,241,Texas,Jasper County,35710,35710,35775,36199,35851,35615,35421,35260,35416,35550,35872
50,3,7,48,243,Texas,Jeff Davis County,2342,2342,2344,2282,2296,2231,2217,2199,2232,2271,2252
50,3,7,48,245,Texas,Jefferson County,252273,252277,252463,253456,251604,253111,252915,255232,256311,256591,255001
50,3,7,48,247,Texas,Jim Hogg County,5300,5300,5288,5291,5280,5268,5334,5307,5275,5245,5248
50,3,7,48,249,Texas,Jim Wells County,40838,40836,40885,41211,41644,41679,41503,41526,41181,40930,40822
50,3,7,48,251,Texas,Johnson County,150934,150940,151248,152071,153405,154539,156754,159368,162793,167101,171361
50,3,7,48,253,Texas,Jones County,20202,20192,20237,20266,19870,20034,19846,19972,19969,19852,19817
50,3,7,48,255,Texas,Karnes County,14824,14828,14889,14955,14860,14728,14913,15400,15456,15516,15650
50,3,7,48,257,Texas,Kaufman County,103350,103363,103890,105213,106578,108284,110913,114140,118030,122845,128622
50,3,7,48,259,Texas,Kendall County,33410,33411,33616,34447,35586,37173,38402,39965,41919,43984,45641
50,3,7,48,261,Texas,Kenedy County,416,413,417,438,447,438,437,440,434,422,442
50,3,7,48,263,Texas,Kent County,808,808,812,812,825,781,748,747,748,760,726
50,3,7,48,265,Texas,Kerr County,49625,49625,49622,49617,49701,49775,50334,50854,51384,51850,52405
50,3,7,48,267,Texas,Kimble County,4607,4605,4602,4594,4526,4464,4466,4393,4415,4406,4362
50,3,7,48,269,Texas,King County,286,285,288,258,270,273,263,281,291,289,277
50,3,7,48,271,Texas,Kinney County,3598,3598,3590,3607,3639,3632,3555,3608,3670,3775,3767
50,3,7,48,273,Texas,Kleberg County,32061,32061,32034,32033,32105,32031,31910,31487,31447,31152,31129
50,3,7,48,275,Texas,Knox County,3719,3719,3723,3721,3729,3723,3802,3794,3733,3683,3653
50,3,7,48,277,Texas,Lamar County,49793,49789,49819,49854,49657,49095,49417,49380,49536,49597,49728
50,3,7,48,279,Texas,Lamb County,13977,13976,13994,14056,13861,13660,13484,13265,13205,13198,13158
50,3,7,48,281,Texas,Lampasas County,19677,19680,19766,19925,20060,20149,20113,20379,20560,20919,21229
50,3,7,48,283,Texas,La Salle County,6886,6886,6914,7001,7158,7449,7486,7650,7611,7567,7531
50,3,7,48,285,Texas,Lavaca County,19263,19264,19255,19310,19529,19634,19783,19916,19875,20019,20110
50,3,7,48,287,Texas,Lee County,16612,16610,16592,16555,16504,16551,16626,16873,16976,17139,17144
50,3,7,48,289,Texas,Leon County,16801,16801,16726,16830,16747,16629,16737,17034,17200,17249,17270
50,3,7,48,291,Texas,Liberty County,75643,75641,75856,75981,76371,76854,78056,79611,81513,83809,86323
50,3,7,48,293,Texas,Limestone County,23384,23388,23490,23592,23690,23448,23538,23475,23527,23517,23519
50,3,7,48,295,Texas,Lipscomb County,3302,3302,3283,3332,3447,3490,3553,3563,3499,3376,3355
50,3,7,48,297,Texas,Live Oak County,11531,11533,11556,11507,11655,11818,12057,12177,12029,12185,12166
50,3,7,48,299,Texas,Llano County,19301,19301,19334,19069,19262,19506,19662,20083,20606,21205,21646
50,3,7,48,301,Texas,Loving County,82,82,84,95,86,106,89,119,117,136,152
50,3,7,48,303,Texas,Lubbock County,278831,278918,280304,283395,285972,289545,294488,298365,302129,304875,307412
50,3,7,48,305,Texas,Lynn County,5915,5915,5914,5886,5796,5728,5799,5747,5775,5841,5877
50,3,7,48,307,Texas,McCulloch County,8283,8284,8231,8254,8242,8245,8157,8259,8127,7960,7987
50,3,7,48,309,Texas,McLennan County,234906,234899,235917,237850,239390,241477,243220,245523,247649,251147,254607
50,3,7,48,311,Texas,McMullen County,707,707,711,697,731,761,800,835,820,785,749
50,3,7,48,313,Texas,Madison County,13664,13667,13736,13749,13742,13819,13869,13970,14122,14255,14422
