CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,DATASOURCE,HOUSING_TYPE,HOUSING_TYPE_DESC,QUANTITY,COMMUNITY_DESIGNATION
003,01486,02393954,00302393954,Andover,1970,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1970,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1970,METC,SFD,Single-Family Detached,160,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1970,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1971,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1971,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1971,METC,SFD,Single-Family Detached,298,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1971,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1972,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1972,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1972,METC,SFD,Single-Family Detached,283,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1972,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1973,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1973,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1973,METC,SFD,Single-Family Detached,181,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1973,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1974,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1974,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1974,METC,SFD,Single-Family Detached,80,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1974,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1975,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1975,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1975,METC,SFD,Single-Family Detached,60,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1975,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1976,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1976,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1976,METC,SFD,Single-Family Detached,114,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1976,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1977,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1977,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1977,METC,SFD,Single-Family Detached,147,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1977,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1978,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1978,METC,MF3,Multifamily (3 units or more),8,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1978,METC,SFD,Single-Family Detached,136,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1978,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1979,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1979,METC,MF3,Multifamily (3 units or more),4,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1979,METC,SFD,Single-Family Detached,106,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1979,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1980,METC,DUP,Duplex,2,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1980,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1980,METC,SFD,Single-Family Detached,45,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1980,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1981,METC,DUP,Duplex,2,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1981,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1981,METC,SFD,Single-Family Detached,90,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1981,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1982,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1982,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1982,METC,SFD,Single-Family Detached,86,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1982,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1983,METC,DUP,Duplex,6,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1983,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1983,METC,SFD,Single-Family Detached,142,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1983,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1984,METC,DUP,Duplex,4,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1984,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1984,METC,SFD,Single-Family Detached,150,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1984,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1985,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1985,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1985,METC,SFD,Single-Family Detached,211,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1985,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1986,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1986,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1986,METC,SFD,Single-Family Detached,289,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1986,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1987,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1987,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1987,METC,SFD,Single-Family Detached,381,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1987,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1988,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1988,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1988,METC,SFD,Single-Family Detached,356,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1988,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1989,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1989,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1989,METC,SFD,Single-Family Detached,341,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1989,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1990,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1990,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1990,METC,SFD,Single-Family Detached,269,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1990,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1991,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1991,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1991,METC,SFD,Single-Family Detached,280,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1991,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1992,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1992,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1992,METC,SFD,Single-Family Detached,484,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1992,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1993,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1993,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1993,METC,SFD,Single-Family Detached,514,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1993,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1994,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1994,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1994,METC,SFD,Single-Family Detached,400,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1994,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1995,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1995,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1995,METC,SFD,Single-Family Detached,305,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1995,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1996,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1996,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1996,METC,SFD,Single-Family Detached,272,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1996,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1997,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1997,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1997,METC,SFD,Single-Family Detached,282,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1997,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1998,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1998,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1998,METC,SFD,Single-Family Detached,448,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1998,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1999,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1999,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1999,METC,SFD,Single-Family Detached,411,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,1999,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2000,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2000,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2000,METC,SFD,Single-Family Detached,342,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2000,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2001,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2001,METC,MF3,Multifamily (3 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2001,METC,SFD,Single-Family Detached,241,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2001,METC,TH,Townhomes (single-family attached),44,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2002,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2002,METC,MF3,Multifamily (3 units or more),30,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2002,METC,SFD,Single-Family Detached,161,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2002,METC,TH,Townhomes (single-family attached),57,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2003,METC,DUP,Duplex,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2003,METC,MF3,Multifamily (3 units or more),30,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2003,METC,SFD,Single-Family Detached,123,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2003,METC,TH,Townhomes (single-family attached),59,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2004,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2004,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2004,METC,SFD,Single-Family Detached,137,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2004,METC,TH,Townhomes (single-family attached),114,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2005,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2005,METC,MF5,Multifamily (5 units or more),30,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2005,METC,SFD,Single-Family Detached,165,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2005,METC,TH,Townhomes (single-family attached),61,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2006,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2006,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2006,METC,SFD,Single-Family Detached,113,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2006,METC,TH,Townhomes (single-family attached),40,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2007,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2007,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2007,METC,SFD,Single-Family Detached,75,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2007,METC,TH,Townhomes (single-family attached),16,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2008,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2008,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2008,METC,SFD,Single-Family Detached,48,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2008,METC,TH,Townhomes (single-family attached),1,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2009,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2009,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2009,METC,SFD,Single-Family Detached,42,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2009,METC,TH,Townhomes (single-family attached),4,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2010,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2010,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2010,METC,SFD,Single-Family Detached,71,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2010,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2011,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2011,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2011,METC,SFD,Single-Family Detached,58,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2011,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2012,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2012,METC,MF5,Multifamily (5 units or more),71,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2012,METC,SFD,Single-Family Detached,80,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2012,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2013,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2013,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2013,METC,SFD,Single-Family Detached,98,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2013,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2014,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2014,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2014,METC,SFD,Single-Family Detached,52,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2014,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2015,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2015,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2015,METC,SFD,Single-Family Detached,74,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2015,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2016,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2016,METC,MF5,Multifamily (5 units or more),66,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2016,METC,SFD,Single-Family Detached,103,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2016,METC,TH,Townhomes (single-family attached),8,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2017,METC,ADU,Accessory Dwelling Unit,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2017,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2017,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2017,METC,SFD,Single-Family Detached,94,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2017,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2018,METC,ADU,Accessory Dwelling Unit,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2018,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2018,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2018,METC,SFD,Single-Family Detached,60,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2018,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2019,METC,ADU,Accessory Dwelling Unit,0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2019,METC,DTQ,"Duplex, triplex and quad",0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2019,METC,MF5,Multifamily (5 units or more),0,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2019,METC,SFD,Single-Family Detached,116,Emerging Suburban Edge
003,01486,02393954,00302393954,Andover,2019,METC,TH,Townhomes (single-family attached),0,Emerging Suburban Edge
003,01720,02393964,00302393964,Anoka,1970,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1970,METC,MF3,Multifamily (3 units or more),16,Suburban
003,01720,02393964,00302393964,Anoka,1970,METC,SFD,Single-Family Detached,91,Suburban
003,01720,02393964,00302393964,Anoka,1970,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1971,METC,DUP,Duplex,2,Suburban
003,01720,02393964,00302393964,Anoka,1971,METC,MF3,Multifamily (3 units or more),98,Suburban
003,01720,02393964,00302393964,Anoka,1971,METC,SFD,Single-Family Detached,78,Suburban
003,01720,02393964,00302393964,Anoka,1971,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1972,METC,DUP,Duplex,2,Suburban
003,01720,02393964,00302393964,Anoka,1972,METC,MF3,Multifamily (3 units or more),285,Suburban
003,01720,02393964,00302393964,Anoka,1972,METC,SFD,Single-Family Detached,86,Suburban
003,01720,02393964,00302393964,Anoka,1972,METC,TH,Townhomes (single-family attached),14,Suburban
003,01720,02393964,00302393964,Anoka,1973,METC,DUP,Duplex,2,Suburban
003,01720,02393964,00302393964,Anoka,1973,METC,MF3,Multifamily (3 units or more),75,Suburban
003,01720,02393964,00302393964,Anoka,1973,METC,SFD,Single-Family Detached,15,Suburban
003,01720,02393964,00302393964,Anoka,1973,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1974,METC,DUP,Duplex,2,Suburban
003,01720,02393964,00302393964,Anoka,1974,METC,MF3,Multifamily (3 units or more),7,Suburban
003,01720,02393964,00302393964,Anoka,1974,METC,SFD,Single-Family Detached,19,Suburban
003,01720,02393964,00302393964,Anoka,1974,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1975,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1975,METC,MF3,Multifamily (3 units or more),0,Suburban
003,01720,02393964,00302393964,Anoka,1975,METC,SFD,Single-Family Detached,4,Suburban
003,01720,02393964,00302393964,Anoka,1975,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1976,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1976,METC,MF3,Multifamily (3 units or more),48,Suburban
003,01720,02393964,00302393964,Anoka,1976,METC,SFD,Single-Family Detached,54,Suburban
003,01720,02393964,00302393964,Anoka,1976,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1977,METC,DUP,Duplex,6,Suburban
003,01720,02393964,00302393964,Anoka,1977,METC,MF3,Multifamily (3 units or more),189,Suburban
003,01720,02393964,00302393964,Anoka,1977,METC,SFD,Single-Family Detached,82,Suburban
003,01720,02393964,00302393964,Anoka,1977,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1978,METC,DUP,Duplex,18,Suburban
003,01720,02393964,00302393964,Anoka,1978,METC,MF3,Multifamily (3 units or more),170,Suburban
003,01720,02393964,00302393964,Anoka,1978,METC,SFD,Single-Family Detached,89,Suburban
003,01720,02393964,00302393964,Anoka,1978,METC,TH,Townhomes (single-family attached),24,Suburban
003,01720,02393964,00302393964,Anoka,1979,METC,DUP,Duplex,4,Suburban
003,01720,02393964,00302393964,Anoka,1979,METC,MF3,Multifamily (3 units or more),4,Suburban
003,01720,02393964,00302393964,Anoka,1979,METC,SFD,Single-Family Detached,37,Suburban
003,01720,02393964,00302393964,Anoka,1979,METC,TH,Townhomes (single-family attached),8,Suburban
003,01720,02393964,00302393964,Anoka,1980,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1980,METC,MF3,Multifamily (3 units or more),14,Suburban
003,01720,02393964,00302393964,Anoka,1980,METC,SFD,Single-Family Detached,10,Suburban
003,01720,02393964,00302393964,Anoka,1980,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1981,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1981,METC,MF3,Multifamily (3 units or more),24,Suburban
003,01720,02393964,00302393964,Anoka,1981,METC,SFD,Single-Family Detached,4,Suburban
003,01720,02393964,00302393964,Anoka,1981,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1982,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1982,METC,MF3,Multifamily (3 units or more),36,Suburban
003,01720,02393964,00302393964,Anoka,1982,METC,SFD,Single-Family Detached,7,Suburban
003,01720,02393964,00302393964,Anoka,1982,METC,TH,Townhomes (single-family attached),0,Suburban
003,01720,02393964,00302393964,Anoka,1983,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1983,METC,MF3,Multifamily (3 units or more),7,Suburban
003,01720,02393964,00302393964,Anoka,1983,METC,SFD,Single-Family Detached,13,Suburban
003,01720,02393964,00302393964,Anoka,1983,METC,TH,Townhomes (single-family attached),12,Suburban
003,01720,02393964,00302393964,Anoka,1984,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1984,METC,MF3,Multifamily (3 units or more),108,Suburban
003,01720,02393964,00302393964,Anoka,1984,METC,SFD,Single-Family Detached,27,Suburban
003,01720,02393964,00302393964,Anoka,1984,METC,TH,Townhomes (single-family attached),11,Suburban
003,01720,02393964,00302393964,Anoka,1985,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1985,METC,MF3,Multifamily (3 units or more),60,Suburban
003,01720,02393964,00302393964,Anoka,1985,METC,SFD,Single-Family Detached,67,Suburban
003,01720,02393964,00302393964,Anoka,1985,METC,TH,Townhomes (single-family attached),28,Suburban
003,01720,02393964,00302393964,Anoka,1986,METC,DUP,Duplex,2,Suburban
003,01720,02393964,00302393964,Anoka,1986,METC,MF3,Multifamily (3 units or more),150,Suburban
003,01720,02393964,00302393964,Anoka,1986,METC,SFD,Single-Family Detached,118,Suburban
003,01720,02393964,00302393964,Anoka,1986,METC,TH,Townhomes (single-family attached),18,Suburban
003,01720,02393964,00302393964,Anoka,1987,METC,DUP,Duplex,0,Suburban
003,01720,02393964,00302393964,Anoka,1987,METC,MF3,Multifamily (3 units or more),89,Suburban
003,01720,02393964,00302393964,Anoka,1987,METC,SFD,Single-Family Detached,67,Suburban
003,01720,02393964,00302393964,Anoka,1987,METC,TH,Townhomes (single-family attached),36,Suburban
003,01720,02393964,00302393964,Anoka,1988,METC,DUP,Duplex,0,Suburban
